A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,0,1423784365679,"[""In this task, we're going to test your ability \nto quickly and accurately categorize words\n\n\n            This test requires 10-15 minutes of undivided attention\n\n\nPress          to continue or try again later"", 9777, ""j"", ""FORWARD""]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,1,1423784370571,"[""You'll see a series of words, one at the time \n\nAbove each word you'll see a symbol, like this: \n\n\n                                   &#10084;\n                                house"", 4879, ""j"", ""FORWARD""]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,2,1423784383154,"[""If the symbol is   &#10084;  decide if the word is \nsomething living or non-living\n\nIf the symbol is   &#10021;  decide if the word is\nsmaller or bigger than a soccer ball\n\n"", 12568, ""j"", ""FORWARD""]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,3,1423784388590,"[""\nPop quiz!\n\n\nIf you see a  &#10084; , what do you decide about the word shown?"", 5425, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,4,1423784392262,"[""\n\n\nAnd if you see a  &#10021; ?\n\nWhat do you decide about the word shown?"", 2378, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,5,1423784404683,"[""For now, let's focus on when you see a  &#10084;\n\nIf the word describes something...\n\n\nNon-living, press \n\nLiving, press \n\n"", 11134, ""j"", ""FORWARD""]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,6,1423784407407,"[""\n\n\nIf you see a  &#10084;\n\nwhat key do you press if the word is something living?"", 2712, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,7,1423784420495,"[""It's time to practice!\n\nFor this part, \nNON-LIVING things are: \nsnowflake, pebble, marble, knob, bicycle, coat, table, and cloud \n\nLIVING things are: \nsparrow, mushroom, lizard, goldfish, lion, shark, alligator, and oak \n\n"", 11628, ""j"", ""FORWARD""]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,8,1423784429186,"[""Remember, respond as quickly as you can\nwithout making mistakes\n\nIf you make a mistake, you'll see a red circle\nThe faster you can go while staying accurate, the better!\n\n\nReady to try it?"", 8686, ""j"", ""FORWARD""]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,9,1423784432859,"[""livingPrac"", 787, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,10,1423784434284,"[""livingPrac"", 719, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,11,1423784435656,"[""livingPrac"", 666, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,12,1423784437103,"[""livingPrac"", 610, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,13,1423784438369,"[""livingPrac"", 561, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,14,1423784439603,"[""livingPrac"", 526, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,15,1423784440829,"[""livingPrac"", 520, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,16,1423784442237,"[""livingPrac"", 533, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,17,1423784443590,"[""livingPrac"", 646, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,18,1423784444937,"[""livingPrac"", 642, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,19,1423784446304,"[""livingPrac"", 662, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,20,1423784447632,"[""livingPrac"", 562, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,21,1423784458889,"[""Great. We're done with this practice round\n\nNow you're going to categorize 34 more words\nThese will be 'real', not practice words\n\nRemember to respond as quickly as you can \nwithout making mistakes"", 9712, ""j"", ""FORWARD""]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,22,1423784462222,"[""livingReal"", 624, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,23,1423784463534,"[""livingReal"", 597, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,24,1423784464936,"[""livingReal"", 552, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,25,1423784466212,"[""livingReal"", 572, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,26,1423784467449,"[""livingReal"", 530, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,27,1423784468594,"[""livingReal"", 441, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,28,1423784469884,"[""livingReal"", 485, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,29,1423784471317,"[""livingReal"", 693, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,30,1423784472674,"[""livingReal"", 653, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,31,1423784473960,"[""livingReal"", 521, ""j"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,32,1423784475254,"[""livingReal"", 588, ""f"", 1]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,33,1423784476922,"[""livingReal"", 575, ""j"", 0]"
A130UW3VJCW7A0:3AMYWKA6YC5MJF6TS8HRSSG0T746O2,34,1423784478574,"[""livingReal"", 735, ""j"", 1]"
